機構名稱,縣市,縣市代碼,行政區,行政區代碼,地址全址,經度,緯度,特約服務項目,機構電話,電子郵件,機構負責人姓名,最後異動時間
詮順居家長照有限公司附設臺北市私立詮順居家長照機構,臺北市,63000,中山區,63000040,臺北市中山區力行里復興北路62號2樓之2,121.5427704,25.0483799,居家服務,02-2773-0398,welldone82941629@gmail.com,林倖如,20211230 16:12:37
臺北市政府社會局委託社團法人中華民國紅心字會經營管理臺北市信義老人服務中心,臺北市,63000,信義區,63000020,臺北市信義區大仁里大道路116號5樓之3,121.567543,25.04339409,營養餐飲服務,02-87870300,xinyitw@yahoo.com.tw,劉緒倫,20201230 16:59:33
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立西湖社區長照機構,臺北市,63000,內湖區,63000100,臺北市內湖區西湖里內湖路一段285號6樓,121.5664978,25.08241653,營養餐飲服務,02-26561700,xihudaycare@slsc.org.tw,劉群茂,20201230 19:26:38
臺北市政府社會局委託中華民國紅心字會經營管理臺北市興隆社區長照機構,臺北市,63000,文山區,63000080,臺北市文山區明義里興隆路四段105巷47號,121.5631256,24.98828125,營養餐飲服務,02-29367119,ankangtw@gmail.com,劉緒倫,20230222 16:36:03
小驢駒小客車租賃有限公司(屏東縣),新北市,65000,新莊區,65000050,新北市新莊區復興路2段196巷2弄9之3號,121.4589615,25.0440979,交通接送服務,0910-918631,ss46005176@gmail.com,葉書含,20211229 23:23:28
財團法人私立台北醫學大學附設醫院附設居家護理所,臺北市,63000,信義區,63000020,臺北市信義區莊敬路330號5樓,121.5631104,25.02704048,營養餐飲服務,02-27372181#3938,tmchchn@h.tmu.edu.tw,陳麗絹,20221230 20:13:26
臺北醫學大學附設醫院,臺北市,63000,信義區,63000020,臺北市信義區吳興街252號,121.5631104,25.02704048,營養餐飲服務,02-27372181#3938,tmchchn@h.tmu.edu.tw,施俊明,20221230 20:13:26
小驢駒小客車租賃有限公司(臺北市),臺北市,63000,南港區,63000090,臺北市南港區南港路三段93號3樓,121.5877457,25.05285835,交通接送服務,0910-918631,ss46005176@gmail.com,葉書含,20240327 09:57:47
財團法人私立台北醫學大學附設醫院附設居家護理所,臺北市,63000,信義區,63000020,臺北市信義區莊敬路330號5樓,121.5631104,25.02704048,專業照護服務,02-27372181#3938,tmchchn@h.tmu.edu.tw,陳麗絹,20221230 20:13:26
臺北市私立義行老人長期照顧中心(養護型),臺北市,63000,北投區,63000120,臺北市北投區永和里001鄰石牌路2段357巷1號4~6樓,121.5248642,25.12366104,喘息服務,228722221,201andy@gmail.com,林萬知,20230202 16:41:51
臺北市私立行義老人長期照顧中心(養護型),臺北市,63000,北投區,63000120,臺北市北投區永和里001鄰石牌路2段357巷1號1~3樓,121.5248642,25.12366104,喘息服務,02-28729599,sy9599@gmail.com,林萬知,20221230 20:35:57
中華民國紅十字會附設私立博愛居家長照機構,臺北市,63000,萬華區,63000070,臺北市萬華區菜園里康定路62號11樓,121.5023117,25.04244232,喘息服務,23310500,lily1015@redcross.org.tw,王清峰,20221230 15:22:23
廣和順科技股份有限公司附設私立家天使居家長照機構,臺北市,63000,信義區,63000020,臺北市信義區中興里信義路4段401號8樓,121.5587234,25.03325844,居家服務,27588708,mikekong@ghsha.com,龔文凱,20231229 15:37:35
社團法人台灣德安社會福利協會受託經營管理臺北市大安老人服務中心,臺北市,63000,大安區,63000030,臺北市大安區德安里四維路76巷12號,121.547348,25.03420448,營養餐飲服務,27086255,daanolder@gmail.com,陳敏雄,20210112 12:07:55
有限責任臺北市樂見在照顧服務勞動合作社附設私立樂見在居家長照機構,臺北市,63000,松山區,63000010,臺北市松山區中崙里松山區八德路二段447號7樓,121.5052032,25.12405777,專業照護服務,02-2303-0369,Lcancarer@gmail.com,倪玲娜,20221229 22:24:14
新北市私立崇惠老人長期照顧中心(養護型),新北市,65000,淡水區,65000100,新北市淡水區竿蓁里淡金路16巷117號,121.460556,25.16218948,喘息服務,02-86268833,chong.huei@yahoo.com.tw,鍾秋月,20221230 15:00:23
臺北市私立崇順老人養護所,臺北市,63000,北投區,63000120,臺北市北投區關渡里013鄰知行路52巷1號、54號1、2號,121.4674683,25.11816025,喘息服務,02-28581979,chongshun28581979@yahoo.com.tw,鍾秋月,20221230 20:00:54
元復醫院附設護理之家,新北市,65000,土城區,65000130,新北市土城區慶樂街25號1、2、3樓,121.4391327,24.97273445,喘息服務,02-22620582,nursing.centers@msa.hinet.net,陳美慧,20221216 10:06:46
新北市私立全曜居家式服務類長期照顧服務機構,新北市,65000,三重區,65000020,新北市三重區長江里長元街100之2號1、2樓,121.5028076,25.06678772,喘息服務,02-29722060,chuanyao10704@gmail.com,黃明聖,20221229 23:06:25
八里佳醫護理之家,新北市,65000,八里區,65000230,新北市八里區觀海大道185號、185號2樓、185號2樓之1,121.4212341,25.16233063,喘息服務,02-26104913,chingpam@gmail.com,張鈺嫺,20221229 22:56:19
新北市私立美麗家園老人長期照顧中心(養護型),新北市,65000,汐止區,65000110,新北市汐止區興福里福德路38號7樓、7樓之1-7,121.63591,25.06682014,喘息服務,226921238,goodhomeland456@gmail.com,王宇文,20221229 20:51:59
財團法人台北市立心慈善基金會,臺北市,63000,萬華區,63000070,臺北市萬華區桂林路242巷4號4樓之2?,121.4952469,25.03788567,喘息服務,02-23361500#14,lishinc42@gmail.com,洪金桐,20221229 22:24:31
新北市私立恩勤居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區文化路一段189號7樓,121.4630585,25.01655579,喘息服務,8953-5988,kelly2266@kimo.com,陳蕙汎,20240305 15:41:47
永愛居家長照有限公司附設新北市私立永愛居家長照機構,新北市,65000,汐止區,65000110,新北市汐止區復興里新台五路一段159號14樓,121.6567841,25.06336784,喘息服務,02-26430199,999younai@gmail.com,王薏茹,20221229 21:34:28
美樺股份有限公司附設私立美美居家長照機構,臺北市,63000,中正區,63000050,臺北市中正區黎明里重慶南路1段121號5樓之2,121.5133743,25.04222488,喘息服務,02-23700021,meihua10903@gmail.com,穆秀芬,20221229 21:35:02
有限責任新北市愛齡照護服務勞動合作社附設新北市私立到咖手居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區明德街21號2樓,121.4592819,25.01004791,喘息服務,02-22726233,op@docaso885.com,林昌坤,20221230 15:06:37
樂昱有限公司附設臺北市私立樂昱居家長照機構,臺北市,63000,北投區,63000120,臺北市北投區文林里文林北路262號2樓,121.5109787,25.11374664,喘息服務,28225423,leyuhappy1@gmail.com,黃信雄,20221230 14:53:52
有限責任新北市全人長照服務勞動合作社附設新北市私立全人居家長照機構,新北市,65000,三重區,65000020,新北市三重區光明里集美街112巷51號,121.4910583,25.05440521,喘息服務,29757512,lilonwen@gmail.com,李倫文,20221230 15:01:10
家心照服庭院股份有限公司附設新北市私立家心居家長照機構,新北市,65000,永和區,65000040,新北市永和區中正路666巷27號1樓,121.5177689,25.00917625,喘息服務,2950-9009,Jxin62819@gmail.com,施凱瑄,20230202 16:55:24
家心照服庭院股份有限公司附設新北市私立家心居家長照機構,新北市,65000,永和區,65000040,新北市永和區中正路666巷27號1樓,121.5177689,25.00917625,喘息服務,2950-9009,Jxin62819@gmail.com,施凱瑄,20230202 16:55:46
台北市梘尾關懷互助協會,臺北市,63000,文山區,63000080,臺北市文山區景慶里萬慶街6號,121.5402527,24.99232483,喘息服務,02-89351788,older.hearing@msa.hinet.net,蔡淵輝,20221229 23:12:13
立穎居家護理所,新北市,65000,中和區,65000030,新北市中和區漳和里立德街204號3樓,121.5118484,24.98531914,專業照護服務,02-86686651,liinhomecare@gmail.com,魏玉琴,20221229 21:06:55
社團法人中華長照協會附設新北市私立永樂居家式服務類長期照顧服務機構,新北市,65000,永和區,65000040,新北市永和區文化里文化路155號,121.5028076,25.06678772,居家服務,02-29280005,chxclc002@gmail.com,金浩鑫,20210114 10:47:55
新北市私立立穎居家長照機構,新北市,65000,中和區,65000030,新北市中和區立德街204號3樓,121.5117874,24.9852314,居家服務,02-86686651,liinhomecare@gmail.com,周惠貞,20240313 18:11:00
有限責任新北市全人長照服務勞動合作社附設新北市私立全人居家長照機構,新北市,65000,三重區,65000020,新北市三重區光明里集美街112巷51號,121.4910583,25.05440521,居家服務,29757512,lilonwen@gmail.com,李倫文,20231229 17:23:58
齡活有限公司附設新北市私立齡活居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區香社里海山路19號1樓(103室),121.4542084,25.02016449,居家服務,7751-8056,seniorlifeot@gmail.com,李劉素秋,20231229 16:38:32
新北市私立恩勤居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區文化路一段189號7樓,121.4630585,25.01655579,居家服務,8953-5988,kelly2266@kimo.com,陳蕙汎,20231229 16:42:21
永愛居家長照有限公司附設新北市私立永愛居家長照機構,新北市,65000,汐止區,65000110,新北市汐止區復興里新台五路一段159號14樓,121.6567841,25.06336784,居家服務,02-26430199,999younai@gmail.com,王薏茹,20231229 16:44:22
臺北市政府社會局委託社團法人中華民國士林靈糧堂社會福利協會經營管理臺北市奇岩樂活社區長照機構,臺北市,63000,北投區,63000120,臺北市北投區三合街1段119號4、5樓,121.5039291,25.12655258,日間照顧服務,28921033,beitou@slsc.org.tw,劉群茂,20210118 12:29:51
臺北市立奇岩長青住宿長照機構(委託社團法人中華民國士林靈糧堂社會褔利協會經營管理),臺北市,63000,北投區,63000120,臺北市北投區奇岩里三合街一段119號2-3樓,121.5039291,25.12655258,日間照顧服務,02-28921033,beitou@slsc.org.tw,劉群茂,20210118 12:34:49
財團法人恆安社會福利慈善事業基金會附設臺北市私立恆安居家式服務類長期照顧服務機構,臺北市,63000,大安區,63000030,臺北市大安區群賢里和平東路二段295號12樓,121.544693,25.02499199,營養餐飲服務,02-2333-1955,hanganhomecare@gmail.com,胡世賢,20211223 15:07:11
臺北市政府社會局委託財團法人台北市立心慈善基金會經營管理 臺北市大同老人服務暨日間照顧中心,臺北市,63000,大同區,63000060,臺北市大同區重慶里重慶北路三段347號3樓,121.5140762,25.07478333,營養餐飲服務,（02）2592-9808#13,datongold@gmail.com,洪金桐,20210119 17:08:50
宜蘭縣B級單位-佳音營養諮詢中心,臺北市,63000,士林區,63000110,臺北市士林區延平北路五段253號2F,121.5096741,25.08486176,營養餐飲服務,02-28162898,Justgood015@gmail.com,丁敏玉,20210121 15:17:02
臺北市政府社會局委託社團法人中華民國士林靈糧堂社會福利協會經營管理臺北市士林社區式服務類長期照顧服務機構,臺北市,63000,士林區,63000110,臺北市士林區三玉里忠誠路二段53巷7號6樓,121.5322876,25.11143684,營養餐飲服務,02-28381571,sldaycare@slsc.org.tw,劉群茂,20210122 11:06:54
泉益居家有限公司附設臺北市私立泉益居家長照機構,臺北市,63000,文山區,63000080,臺北市文山區忠順街一段20號1樓,121.5587769,24.98389626,居家服務,02-86618880,chuanyi10910@gmail.com,詹弘毅,20220104 19:07:39
天主教耕莘醫療財團法人永和耕莘醫院-永和中興公托銀髮俱樂部(醫事C),新北市,65000,永和區,65000040,新北市永和區永興里國光路116巷2號1樓,121.5181046,25.01148987,巷弄長照站,(02)29286060#10661,ssd@cthyh.org.tw,鄒繼群,20210526 09:56:06
財團法人佳醫健康基金會附設臺北市私立佳醫居家長照機構,臺北市,63000,松山區,63000010,臺北市松山區南京東路五段8-10號503室,121.5583496,25.0513382,居家服務,02-25280502,carrie516899@gmail.com,蘇秀鑾,20211230 14:50:46
碇康藥局(醫事C),新北市,65000,石碇區,65000190,新北市石碇區中民里靜安路1段242號,,,巷弄長照站,(02)2663-1325 分機23,AN7362@ntpc.gov.tw,鄭健雄,20210127 17:20:01
新北市深坑區衛生所-深坑第一市民活動中心(醫事C),新北市,65000,深坑區,65000180,新北市深坑區深坑里平埔街16號6樓,121.6154327,25.00159454,巷弄長照站,02-26621567,aj8178@ntpc.gov.tw,林幸玟,20210127 17:24:27
新北市平溪區衛生所,新北市,65000,平溪區,65000240,新北市平溪區公園街17號,121.7378235,25.02505875,巷弄長照站,02-24951015,tpc262@ntpc.gov.tw,廖廣榆,20210127 17:26:46
新北市萬里區衛生所-萬里里(醫事C),新北市,65000,萬里區,65000280,新北市萬里區萬里里瑪鍊路123號6樓,121.6891861,25.17824745,巷弄長照站,02-24921117,AJ3835@ntpc.gov.tw,葉源潔,20210127 17:30:47
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-埔墘共修處(醫事C),新北市,65000,板橋區,65000010,新北市板橋區東丘里中山路二段60巷1弄22號1樓,121.4750443,25.01565361,巷弄長照站,(02)2218-7770分機2224,sayyes103@gmail.com,釋證嚴,20210127 17:38:35
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-舊永和聯絡處(醫事C),新北市,65000,永和區,65000040,新北市永和區正興里永和路二段100號3樓,121.5151291,25.01184082,巷弄長照站,(02)2218-7770分機2224,sayyes103@gmail.com,釋證嚴,20210127 17:39:48
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-新永和聯絡處(醫事C),新北市,65000,永和區,65000040,新北市永和區中溪里中山路一段130號,121.5103836,25.01006508,巷弄長照站,(02)2218-7770分機2224,sayyes103@gmail.com,釋證嚴,20210127 17:40:46
財團法人伊甸社會服務基金會-鶯歌大湖公共托老中心(醫事C),新北市,65000,鶯歌區,65000080,新北市鶯歌區中湖里大湖路338巷2號,121.3462448,24.97107506,巷弄長照站,2677-6759,eden7738@eden.org.tw,成亮,20210218 16:50:38
財團法人伊甸社會福利基金會(新北市三峽北大公共托老中心)(醫事C),新北市,65000,三峽區,65000090,新北市三峽區龍學里學成路396號2樓之1,121.3777695,24.9441967,巷弄長照站,(02)8671-3217,123@gmail.com,成亮,20210128 12:02:53
財團法人伊甸社會福利基金會附設新北市私立三峽身心障礙福利服務中心(社照C),新北市,65000,三峽區,65000090,新北市三峽區龍埔里國光街12巷10號1樓,121.3760834,24.93717003,巷弄長照站,(02)26741778#204,dep115@eden.org.tw,成亮,20230526 11:03:07
新北市鶯歌區大湖社區發展協會(社照C),新北市,65000,鶯歌區,65000080,新北市鶯歌區大湖里國際二路68號,121.3350983,24.97624779,巷弄長照站,02-26797362,dauh168168@gmail.com,李素貞,20230526 11:14:08
新北市鶯歌區建德社區發展協會(社照C),新北市,65000,鶯歌區,65000080,新北市鶯歌區建德里中正一路建德巷22號,121.3647079,24.95731354,巷弄長照站,928863966,dust8536@yahoo.com.tw,張進益,20230526 11:15:34
新北市三峽區原住民族發展協進會(社照C),新北市,65000,三峽區,65000090,新北市三峽區鳶山里介壽里中山路257巷35號7樓,121.3624344,24.93733597,巷弄長照站,928567252,123@gmail.com,林建華,20230526 10:28:30
社團法人博芳照顧關懷及共享協會(社照C),新北市,65000,三峽區,65000090,新北市三峽區礁溪里中華路15巷13號,121.3738632,24.93148613,巷弄長照站,0,sw@hok.com.tw,朱雲鵬,20230526 11:09:09
秉心有限公司附設臺北市私立秉心居家長照機構,臺北市,63000,松山區,63000010,臺北市松山區光復北路119-1號2樓,121.5573959,25.05211639,居家服務,02-27666683,pingshinghome@gmail.com,陳欣怡,20211230 14:52:14
財團法人一粒麥子社會福利慈善事業基金會(平溪十分站)(社照C),新北市,65000,平溪區,65000240,新北市平溪區十分里十分街66巷1號,121.7758026,25.04192925,巷弄長照站,(02)87734528,W104116@wheat.org.tw,呂信雄,20230530 16:56:36
財團法人天下為公社會福利慈善事業基金會新北市雙溪建興公共托老中心(社照C),新北市,65000,雙溪區,65000250,新北市雙溪區新基西街19號,121.8653793,25.03757286,巷弄長照站,02 2493 1179,1050801157@hangan.org,胡世賢,20220503 10:35:48
社團法人新北市博德書院文教公益推廣協會(崁頂站)(社照C),新北市,65000,淡水區,65000100,新北市淡水區崁頂里中山北路二段381巷128號1樓,121.4429245,25.18599319,巷弄長照站,090514865702-26266198,bdclub128@gmail.com,林俊仁,20230628 15:33:21
新北市平溪區菁桐社區發展協會(社照C),新北市,65000,平溪區,65000240,新北市平溪區菁桐里菁桐街65-1號,121.7261658,25.02353477,巷弄長照站,,hokedrse@gmail.com,楊明益,20230530 16:57:02
社團法人新北市博德書院文教公益推廣協會(學府站)(社照C),新北市,65000,淡水區,65000100,新北市淡水區學府里水源街1段143巷2號1樓,121.447258,25.17214584,巷弄長照站,090514865702-26266198,bdclub128@gmail.com,林俊仁,20230628 15:35:05
社團法人台灣多元社會福利協會(淡水民權站)(社照C),新北市,65000,淡水區,65000100,新北市淡水區民權里民權路177巷10號,121.4603271,25.13508987,巷弄長照站,02-28085539,zwhande@gmail.com,林政緯,20230628 15:32:48
新北市板橋區三民社區展協會(社照C),新北市,65000,板橋區,65000010,新北市板橋區東丘里新北市板橋區民生路1段30-1號,121.4768219,25.01366043,巷弄長照站,2956-1159,a29561159@yahoo.com.tw,林素杏,20220503 08:23:10
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-林口靜思書軒(醫事C),新北市,65000,林口區,65000170,新北市林口區西林里佳林路166號2樓,121.3835373,25.07665634,巷弄長照站,(02)2218-7770分機2224,sayyes103@gmail.com,釋證嚴,20210128 14:41:33
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-鳳鳴共修處(醫事C),新北市,65000,鶯歌區,65000080,新北市鶯歌區鳳鳴里永和街184號1樓,121.3363113,24.97045517,巷弄長照站,(02)2218-7770分機2224,sayyes103@gmail.com,釋證嚴,20210128 14:42:46
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-三峽園區(醫事C),新北市,65000,三峽區,65000090,新北市三峽區介壽里介壽路一段498號,121.3857727,24.93216705,巷弄長照站,(02)2218-7770分機2224,sayyes103@gmail.com,釋證嚴,20210128 14:46:06
新北市蘆洲區仁義里辦公處(社照C),新北市,65000,蘆洲區,65000140,新北市蘆洲區仁義里集賢路245號7樓,121.4816666,25.08468628,巷弄長照站,2289-1048,AJ9449@ntpc.gov.tw,何益銘,20220503 10:07:37
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-海山聯絡處(醫事C),新北市,65000,土城區,65000130,新北市土城區大安里中央路三段42號5樓之1,121.437294,24.96797562,巷弄長照站,(02)2218-7770分機2224,sayyes103@gmail.com,釋證嚴,20210128 14:47:54
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-淡水共修處(醫事C),新北市,65000,淡水區,65000100,新北市淡水區埤島里2鄰中山北路三段102號,121.4444046,25.19100189,巷弄長照站,02)2218-7770分機2224,ltc000232@tzuchi.org.tw,釋證嚴,20210128 14:48:20
財團法人台灣省私立健順養護中心(新店柴埕公共托老中心)(社照C),新北市,65000,新店區,65000060,新北市新店區柴埕里安民街79號5樓,121.516571,24.96737862,巷弄長照站,02-22121753,chiche22121753@gmail.com,黃禎祥,20220503 10:31:08
新北市蘆洲區永安里辦公處(社照C),新北市,65000,蘆洲區,65000140,新北市蘆洲區永安里永安南路二段16巷9號1樓,121.46772,25.07751083,巷弄長照站,02-2289-1048、0963-978335,AJ9449@ntpc.gov.tw,李建興,20220503 10:07:16
新北市蘆洲區信義里辦公處(社照C),新北市,65000,蘆洲區,65000140,新北市蘆洲區信義里民族路167巷10號,121.4784622,25.08834839,巷弄長照站,0926-888136,AJ9449@ntpc.gov.tw,郭騰芳,20220503 10:07:59
新北市土城區日新里辦公處(社照C),新北市,65000,土城區,65000130,新北市土城區日新里裕生路100巷7號,121.4462051,24.98509026,巷弄長照站,282626001,coffee0416@hotmail.com,吳信坪,20220502 16:48:40
新北市三芝區樂天社區發展協會(社照C),新北市,65000,三芝區,65000210,新北市三芝區興華里楓子林47-1號,121.5017776,25.20667458,巷弄長照站,26371314,a0933088534@yahoo.com.tw,杜國偵,20230628 15:42:46
財團法人台灣老人急重症基金會(社照C) ,新北市,65000,三芝區,65000210,新北市三芝區埔坪里中山路二段18號,121.5027542,25.25566483,巷弄長照站,920357246,cmp85910@gmail.com,蔡正河,20230626 15:37:10
新北市崇德光慧經典教育推廣協會(社照C),新北市,65000,土城區,65000130,新北市土城區中華路一段36號6樓,121.4463043,24.98972321,巷弄長照站,289669504,hty@gmail.com,謝寬鈴,20220502 16:49:43
中化銀髮事業股份有限公司附設臺北市私立中化銀髮居家式服務類長期照顧服務機構,臺北市,63000,士林區,63000110,臺北市士林區舊佳里中山北路5段699巷1號1樓,121.5269547,25.09767342,喘息服務,02-27970880#208,rainbow@ccpc.com.tw,王謝怡貞,20230214 13:56:13
財團法人新北市基督教新希望教會(土城清水站)(社照C),新北市,65000,土城區,65000130,新北市土城區明德路一段240巷26弄5號,121.4604111,24.97818947,巷弄長照站,952922096,shine8539@gmail.com,林淑萍,20220502 16:49:17
新北市板橋區大後埔文化關懷協進會(板橋民族站)(社照C),新北市,65000,板橋區,65000010,新北市板橋區民族里漢生東路326巷2弄11號1樓,121.4712067,25.00839806,巷弄長照站,918063168,sunlai689@gmail.com,王明發,20230630 14:39:03
台灣運動健康科學學會(社照C),新北市,65000,金山區,65000270,新北市金山區金美里仁愛路19號,121.6375504,25.21917915,巷弄長照站,911505217,yuting760713@gmail.com,曾國維,20220503 09:10:40
新北市石碇區烏塗社區發展協會(社照C),新北市,65000,石碇區,65000190,新北市石碇區烏塗里烏塗窟20之1號,121.6567078,24.97498894,巷弄長照站,921691968,A123@GMAIL.COM,許賜福,20220503 08:17:14
新北市中和區錦盛里辦公處(社照C),新北市,65000,中和區,65000030,新北市中和區錦盛里圓通路355巷37弄12號1樓,121.4955826,24.98883057,巷弄長照站,02-2247-3838,sule1088@yahoo.com.tw,劉德安,20220502 16:57:49
台灣在地安老推展協會(淡水埤島站)(社照C),新北市,65000,淡水區,65000100,新北市淡水區埤島里埤島7-5號,121.4455338,25.19285011,巷弄長照站,02-264129770926-348981,aginginplacetw@gmail.com,呂子煒,20230628 15:32:11
臺北市私立悠樂活居家長照機構,臺北市,63000,大同區,63000060,臺北市大同區重慶北路一段67號3樓,121.5142975,25.0664959,居家服務,02-77467520,care.nursing1027@yahoo.com,周至衡,20221229 22:07:16
財團法人新北市中華基督教青潭浸信會(社照C),新北市,65000,新店區,65000060,新北市新店區美潭里北宜路二段267巷2號,121.5546188,24.9538784,巷弄長照站,02-22173724,nlp41978@gmail.com,林佩柔,20220503 10:31:28
社團法人台灣新希望社區關懷協會(三民站)(社照C),新北市,65000,蘆洲區,65000140,新北市蘆洲區保和里三民路96號,121.4730072,25.08646011,巷弄長照站,8.28329E+17,chadlu247@gmail.com,陳淑蕙,20220503 10:08:17
新北市雙溪區長源社區發展協會(社照C),新北市,65000,雙溪區,65000250,新北市雙溪區長源里柑腳19號,121.8049088,25.01459122,巷弄長照站,915950333,AB4847@ntpc.gov.tw,黃正夫,20230530 16:59:36
臺北市政府社會局委託社團法人中華民國紅心字會經營管理臺北市信義老人服務中心,臺北市,63000,信義區,63000020,臺北市信義區大仁里大道路116號5樓之3,121.567543,25.04339409,日間照顧服務,02-87870300,xinyitw@yahoo.com.tw,劉緒倫,20210201 13:53:02
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市復華社區長照機構,臺北市,63000,中山區,63000040,臺北市中山區遼寧街185巷11號2-3樓,121.5427628,25.05342484,日間照顧服務,02-27171393,fuhua1060810@gmail.com,黃禎祥,20210201 20:29:41
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市復華社區長照機構,臺北市,63000,中山區,63000040,臺北市中山區遼寧街185巷11號2-3樓,121.5427628,25.05342484,日間照顧服務,02-27171393,fuhua1060810@gmail.com,黃禎祥,20210201 20:31:31
財團法人伊甸社會福利基金會附設臺北市私立頤福社區式長期照顧服務機構,臺北市,63000,北投區,63000120,臺北市北投區裕民六路120號3樓,121.5176315,25.1145401,日間照顧服務,02-28218267#105,dep419@eden.org.tw,羅紀琼,20210202 12:33:01
臺北榮民總醫院附設遊詣居社區式長期照顧服務機構,臺北市,63000,北投區,63000120,臺北市北投區永欣里石牌路二段322號1樓,121.5203857,25.1192112,日間照顧服務,02-28712121,d2_uage@vghtpe.gov.tw,陳威明,20210202 12:37:42
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市中山社區式長期照顧服務機構,臺北市,63000,中山區,63000040,臺北市中山區新生北路二段101巷2號,121.5284271,25.05731773,營養餐飲服務,02-25420006,elder0006@gmail.com,黃禎祥,20210202 17:00:54
愛志股份有限公司附設臺北市私立愛志居家長照機構,臺北市,63000,南港區,63000090,臺北市南港區東新里重陽路120號3樓309室,121.5994797,25.05654907,到宅沐浴車服務,02-27882211,service@earth-want.com.tw,森山典明,20220207 15:59:34
新北市淡水區正德里辦公處(分站)(社照C),新北市,65000,淡水區,65000100,新北市淡水區正德里北新路169巷3號,121.4500122,25.17955399,巷弄長照站,02-2625-0849,hsing0920093849@yahoo.com.tw,黃俊雄,20230628 15:31:16
新北市淡水區福德里辦公處(社照C),新北市,65000,淡水區,65000100,新北市淡水區福德里自強路307巷4號,121.4623032,25.13195801,巷弄長照站,0987-469-508,AN2874@ntpc.gov.tw,郭清泉,20230628 15:30:41
社團法人中華仁親社區關懷協會(社照C),新北市,65000,淡水區,65000100,新北市淡水區水碓里北新路2-1號2樓,121.4443436,25.17768288,巷弄長照站,02-2626-9667,j77tan@yahoo.com.tw,陳瓊芳,20230628 15:29:43
財團法人新北市基督教新希望教會(淡水大庄站)(社照C),新北市,65000,淡水區,65000100,新北市淡水區大庄里沙崙路181巷30號,121.4234314,25.18489456,巷弄長照站,02-2881-5100,shuping2020@gmail.com,林淑萍,20230628 15:29:03
臺北市私立福樂居家長照機構,臺北市,63000,大同區,63000060,臺北市大同區西寧北路78-16號8樓J室,121.5086899,25.05443001,居家服務,02-2558168,flowerhomeservices@gmail.com,陳姿璇,20230217 14:03:15
財團法人中華民國佛教慈濟慈善事業基金會-蘆洲靜思堂(社照C),新北市,65000,蘆洲區,65000140,新北市蘆洲區長樂路125號,121.4618912,25.08773994,巷弄長照站,02-22187770#2877,ttza00501@tzuchi.org.tw,釋證嚴,20230630 15:08:15
財團法人中華民國佛教慈濟慈善事業基金會-板橋靜思堂(社照C),新北市,65000,板橋區,65000010,新北市板橋區大觀路二段265巷15號,121.4429398,24.99610329,巷弄長照站,03-8266779#505,xda06271@tzuchi.com.tw,釋證嚴,20230630 15:18:37
財團法人中華民國佛教慈濟慈善事業基金會-三重靜思堂關懷據點(社照C),新北市,65000,三重區,65000020,新北市三重區大有里中正北路450號,121.4738235,25.07135963,巷弄長照站,,littlepatty219@gmail.com,林沛慈,20230630 15:19:01
佛教慈濟醫療財團法人台北慈濟醫院,新北市,65000,新店區,65000060,新北市新店區復興里建國路289號,121.535675,24.986063,巷弄長照站,(02)66289779,maggie16471@tzuchi.com.tw,趙有誠,20230630 15:31:59
財團法人私立廣恩老人養護中心附設新北市私立土城頂埔社區長照機構,新北市,65000,土城區,65000130,新北市土城區中央路四段271巷12號,121.4147644,24.95381737,巷弄長照站,02-22695333,tingpu103@gmail.com,林偉峰,20220502 16:40:30
新北市土城區永寧社區發展協會(社照C),新北市,65000,土城區,65000130,新北市土城區永平街1號,121.427536,24.96345711,巷弄長照站,02-26719689,ponasdf@gamil.com,彭武雄,20220502 16:38:53
社團法人中華利仁社會福利協會(社照C),新北市,65000,土城區,65000130,新北市土城區員林里中正路1號6樓之1,121.4423065,24.97511101,巷弄長照站,02-22632256,ljwa2018@gmail.com,謝麗珠,20220502 16:48:10
財團法人老五老基金會新北市石碇楓子林公共托老中心(社照C),新北市,65000,石碇區,65000190,新北市石碇區楓子林32-1號3樓,121.6423111,25.01013565,巷弄長照站,(02)26632885,tp@ofo.org.tw,林正介,20220503 08:18:07
